	0	0	1	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
	0	0	1	0	0	0	0	0	0	4	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0
	0	0	2	2	0	0	0	1	0	0	1	0	8	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	1	2	0	0	0	0	0	0	0	0	0	0	2	13	1	0	0	0	0	0	0
	0	0	0	2	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
	1	2	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
	0	0	1	0	8	13	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	4	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	3	5	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	10	15	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	7	11	14	4	0	0	2	12	0	0	0	0	0	0	1	0	0	5	0	0	0	0
	0	1	0	0	0	0	0	0	2	0	6	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	10	13	24	19	3	12	1	6	0	9	6	0	0	0	0	0	12	39	1	0	0	0	0	0	0
	1	1	3	2	0	0	0	0	0	19	14	0	0	1	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	5	11	1	5	7	16	18	14	4	0	9	3	26	32	6	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0
	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	1	0	0	0	6	5	1	9	3	29	17	4	3	2	85	42	35	3	1	0	0	0	3	0	0	2	3	52	0	0	3	3	0
	4	0	0	0	0	3	11	13	5	13	13	20	7	1	5	1	0	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	1	4	1	11	4	28	7	11	30	5	11	38	8	0	0	1	3	1	35	3	0	28	1	0	11	1	2
	0	0	0	1	0	0	15	23	1	3	18	28	5	0	13	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	18	11	14	10	30	31	1	2	3	6	11	1	9	14	13	0	0	0	1	3	3	0	15	14	0	1	11	5	0
	2	1	2	0	0	0	0	14	7	9	0	0	0	0	0	3	7	2	0	12	2	0	0	0	0	0	0	0	0	0	0	0	9	6	10	14	35	37	10	12	3	0	1	1	4	11	6	1	2	0	0	0	0	3	9	3	2	4	0	1	1	0	0
	0	1	1	0	0	3	4	6	1	0	0	0	0	0	0	41	0	1	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	2	10	15	58	53	11	15	5	0	0	0	11	13	16	4	0	0	0	0	0	0	0	0	22	2	0	0	0	1	0
	0	0	1	2	1	1	11	0	0	0	0	0	0	0	0	14	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	33	6	5	5	9	0	4	8	5	1	2	2	0	1	0	0	0	0	2	35	2	0	0	1	0	0	0
	2	0	0	3	5	13	16	0	0	1	4	5	0	0	1	5	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	9	21	1	11	7	3	6	6	7	2	24	53	2	4	6	0	0	0	6	5	1	0	0	1	0	4	26
	7	9	0	0	0	0	1	0	0	0	2	0	1	0	0	46	8	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	10	28	0	3	3	4	4	16	13	3	22	63	17	13	2	0	0	0	0	0	0	0	0	0	1	9	28
