	1	5	6	0	0	0	1	0	0	0	0	4	16	0	2	0	0	0	0	4	10	0	0	0	0	0	11	13	4	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	4	0	0	0	0	0
	0	0	11	2	3	1	0	1	2	3	0	1	12	3	0	0	0	0	0	1	0	0	0	0	0	4	7	0	15	0	0	0	0	0	0	0	0	0	0	0	5	75	1	0	0	0	0	0	0	0	0	0	4	1	7	8	1	2	0	0	0	0	0
	0	0	8	24	0	2	1	3	0	0	1	1	56	3	0	0	0	0	5	3	0	2	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	12	8	113	7	15	2	0	0	0	0	0	0	0	1	4	32	84	5	0	0	0	0	0	0
	1	0	0	6	0	0	0	0	0	0	0	5	99	2	0	0	0	0	3	0	4	5	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	6	0	0	0	0	0	0	0	0	3	1	1	0	5	1	0	0	0	0	0
	6	6	1	0	0	0	0	1	2	0	0	0	6	0	0	0	1	1	4	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	1	0	0	0	3	7	0	0	0	0	0
	3	0	3	2	2	4	0	0	0	0	0	0	3	0	1	0	0	6	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	7	0	0	0	0
	0	0	5	1	52	60	2	1	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	90	13	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0
	0	12	7	0	1	2	0	0	4	9	3	9	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	45	10	28	3	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0
	1	9	3	5	2	1	0	5	0	1	0	0	0	0	0	7	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	42	39	86	104	0	0	0	0	0	6	0	0	0	0	2	0	0	0	3	0	0	0	0
	1	8	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	4	14	0	0	0	0	0	3	94	60	27	75	16	0	0	37	57	0	0	0	0	0	1	6	0	0	4	0	0	0	1
	0	3	1	1	0	0	0	0	3	2	3	1	1	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	58	75	177	107	13	76	1	9	2	57	27	0	0	0	0	0	18	142	3	0	4	1	0	0	0
	11	2	14	1	1	0	1	0	0	90	89	0	7	0	0	2	3	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	13	39	3	17	25	73	145	64	25	10	26	8	137	226	36	0	0	0	0	0	0	2	2	2	2	6	0	0	8	2
	16	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3	5	4	32	3	0	0	0	0	0	0	0	0	1	2	0	55	14	7	36	29	132	80	10	7	10	455	236	152	27	0	0	0	0	4	0	0	1	5	71	12	0	23	12	1
	22	1	0	0	1	5	15	40	20	32	61	103	24	5	5	4	0	1	0	19	1	0	2	0	0	0	0	0	0	0	0	0	0	0	60	4	1	7	23	44	35	223	72	78	156	11	40	120	17	0	0	1	11	2	138	29	3	52	3	1	98	3	2
	1	0	12	5	3	4	66	76	6	8	57	122	12	1	37	35	2	24	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	30	90	68	52	44	172	135	6	9	7	18	51	8	22	44	45	0	0	0	0	21	17	3	141	73	1	2	58	19	0
	8	5	10	0	4	0	0	20	26	36	3	0	0	1	0	21	48	5	0	3	5	5	0	0	0	0	0	0	0	0	0	0	11	6	51	95	208	271	54	61	11	0	1	0	39	42	33	0	9	1	0	0	0	7	29	6	13	11	0	2	2	0	0
	6	2	4	0	0	2	27	4	1	1	0	0	0	0	0	113	2	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	20	72	359	245	56	117	29	0	2	0	61	49	84	10	0	0	0	0	0	0	1	4	63	1	3	3	5	0	3
	1	5	2	2	0	11	44	0	4	1	0	0	0	0	0	73	3	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	82	242	36	19	17	36	0	13	30	14	29	17	9	1	0	0	0	0	0	17	187	5	0	0	1	8	0	0
	10	1	0	1	16	27	14	0	3	6	25	19	0	0	1	20	5	20	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	51	98	111	7	27	49	11	28	21	29	18	125	225	9	5	8	0	0	0	16	4	2	0	0	3	3	13	84
	24	44	0	1	1	0	2	0	3	6	6	6	1	0	8	211	37	63	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	69	54	130	9	7	0	21	8	61	79	15	115	194	55	25	0	0	1	1	1	0	0	0	0	0	2	28	169
	42	50	2	4	1	0	0	0	0	0	2	1	6	14	39	340	226	6	60	0	0	0	0	0	2	0	0	0	0	0	0	10	25	19	12	103	95	122	33	3	10	80	28	32	129	48	28	166	50	3	73	0	6	6	1	0	0	0	0	15	4	1	29
	10	0	3	3	1	0	6	0	0	0	0	0	0	23	97	101	34	93	120	4	6	0	1	3	0	0	5	8	0	0	7	10	0	50	33	10	33	103	436	28	41	33	53	55	151	33	13	216	6	0	1	9	11	0	5	0	0	0	1	30	42	5	67
	2	0	0	0	1	4	0	0	0	0	3	0	0	16	118	85	102	144	66	3	0	0	0	37	11	34	13	4	0	0	0	23	18	112	41	21	67	95	61	77	49	23	39	68	94	4	3	135	3	0	24	135	8	21	1	0	0	0	65	106	26	9	78
	2	1	0	0	0	15	14	1	0	3	62	4	3	15	81	113	131	119	63	12	0	8	0	20	17	2	0	0	2	0	0	1	0	3	81	63	95	23	96	86	147	0	1	0	56	39	3	159	34	48	18	83	79	36	0	2	6	0	62	45	181	9	2
	1	0	0	0	0	0	1	10	0	4	45	1	0	34	95	100	59	8	7	2	2	107	0	13	14	0	2	0	1	1	3	2	0	0	39	44	23	0	77	71	1	0	6	46	179	21	20	164	51	155	122	204	62	2	0	0	0	1	70	302	419	105	1
	0	0	0	0	0	3	0	4	3	3	4	0	0	20	36	149	37	0	5	1	135	121	0	0	11	18	0	0	0	1	11	32	42	16	93	541	37	3	18	42	13	14	400	133	59	33	63	232	75	155	93	73	40	3	0	0	0	3	46	69	85	141	21
	0	0	0	0	0	1	0	11	8	4	0	0	3	36	88	226	20	1	3	27	87	104	1	0	0	5	6	0	37	0	25	64	65	201	57	149	39	135	126	76	41	24	46	62	72	7	13	81	59	155	126	84	3	0	0	0	0	2	16	60	1	33	2
	0	0	0	1	2	1	0	7	9	183	46	30	3	72	130	39	72	86	10	44	4	30	9	0	4	67	42	0	68	21	0	208	386	10	11	22	58	131	38	52	256	142	124	4	2	15	34	16	55	312	82	0	0	0	0	0	0	9	0	3	0	16	1
	0	0	0	0	10	5	7	0	1	52	219	202	15	39	56	30	147	48	33	19	0	0	1	12	1	81	354	17	126	189	24	32	94	18	16	35	156	109	88	148	65	50	24	150	16	116	108	1	69	126	8	0	0	0	0	0	0	0	0	0	0	0	0
	24	0	0	0	0	0	0	1	0	4	4	2	21	8	39	58	15	11	30	21	0	2	0	34	91	42	300	266	394	464	325	177	261	188	270	173	129	81	48	59	46	80	29	115	20	138	203	10	128	17	0	0	0	0	0	1	2	0	1	0	0	0	0
	133	44	5	0	0	0	0	0	0	0	0	44	54	48	44	62	58	120	105	6	4	6	6	3	121	161	75	210	423	530	286	152	91	236	78	225	202	62	77	79	69	15	77	124	98	200	54	12	108	23	0	0	0	0	1	0	0	0	0	0	0	3	0
	31	55	99	26	16	0	0	0	0	0	0	3	92	63	22	57	275	393	27	15	57	14	24	43	172	155	212	412	364	214	359	307	106	159	153	251	71	46	311	191	115	31	137	18	67	192	7	81	212	51	1	0	0	0	11	0	0	0	0	0	0	3	34
	117	81	60	95	74	16	1	0	0	1	0	46	129	305	87	143	393	401	193	591	238	163	56	108	58	126	155	174	103	53	5	25	7	32	151	21	22	34	94	88	186	8	0	0	0	2	32	256	137	141	52	0	0	0	10	0	0	4	5	12	19	6	29
	6	71	308	21	88	80	59	4	0	0	0	4	67	183	188	175	751	90	136	104	9	21	23	47	60	75	209	87	2	17	0	0	12	52	107	48	52	16	14	11	4	18	6	0	0	27	72	57	12	70	170	6	0	5	10	0	1	179	69	71	146	36	55
	34	88	27	2	153	107	121	63	3	0	3	0	0	22	197	400	438	31	93	91	149	107	173	93	30	63	70	70	59	38	0	0	0	19	6	73	162	45	8	4	174	269	155	85	51	172	239	91	5	71	15	1	56	61	0	0	11	140	126	78	135	64	34
	187	46	2	0	15	32	12	2	6	3	16	5	0	0	0	0	0	2	15	42	129	266	273	11	29	155	296	0	17	87	43	7	15	0	45	88	2	0	0	0	18	85	187	167	65	455	263	5	37	78	97	48	17	0	0	1	82	82	101	45	169	55	0
	11	24	2	14	77	110	23	61	59	6	132	155	48	0	0	0	0	0	0	0	57	153	6	49	166	95	64	1	0	172	106	80	139	9	18	0	0	0	0	0	1	55	153	130	111	211	96	84	184	206	113	100	0	0	1	26	188	397	150	262	178	56	5
	50	225	49	97	180	52	18	39	3	0	12	52	147	9	6	11	56	5	0	0	1	1	25	65	84	91	249	10	0	85	356	186	78	281	19	0	0	34	0	5	0	0	0	0	9	76	40	166	121	19	37	0	0	0	16	52	120	77	81	113	103	18	1
	89	107	12	74	198	19	146	188	7	36	82	265	68	77	0	163	205	122	40	8	0	0	9	8	199	136	14	0	0	0	17	99	46	4	0	4	5	147	156	554	133	92	69	1	0	3	0	2	11	0	0	0	0	10	3	60	126	71	202	105	31	15	1
	108	29	164	125	142	31	131	120	72	119	143	171	129	193	16	22	180	320	173	12	3	0	0	14	23	39	65	22	2	0	11	10	2	0	0	33	215	206	137	338	251	122	50	77	0	0	0	0	0	0	0	0	37	0	15	5	0	14	117	0	0	2	0
	133	9	88	26	69	28	79	7	5	100	106	102	164	492	31	9	2	94	162	91	16	0	0	4	0	7	11	38	12	7	0	0	0	5	12	148	423	100	127	159	181	66	42	15	23	11	4	3	5	1	11	24	206	38	90	14	3	5	33	2	1	9	7
	5	0	6	11	7	6	1	6	16	44	159	93	28	111	64	117	62	35	39	226	229	117	34	3	2	0	0	0	0	0	2	4	0	6	13	184	137	87	110	85	73	73	109	283	86	48	19	25	330	95	28	173	164	393	174	114	74	53	10	0	2	4	9
