	7	13	10	54	42	29	4	69	58	158	155	54	77	90	96	7	42	0	21	34	35	38	11	84	235	16	2	0	4	0	17	0	135	140	15	23	433	208	146	167	123	132	124	416	109	50	5	40	329	149	105	100	134	195	97	80	66	114	40	3	9	2	21
	23	127	84	31	78	88	41	79	114	90	116	55	31	20	41	17	63	16	83	102	52	123	48	5	2	0	0	1	1	10	0	7	80	38	51	9	299	388	184	317	295	180	387	128	32	14	0	1	22	74	62	146	33	214	143	31	62	93	11	60	19	12	5
	140	39	21	82	40	20	39	5	74	68	64	115	46	76	53	85	89	180	85	6	49	7	115	42	0	0	0	1	20	79	2	150	11	5	68	65	29	375	363	176	96	36	166	56	162	19	2	1	2	6	10	11	54	11	25	145	191	45	47	60	75	96	161
	115	15	36	126	18	3	1	20	104	138	121	249	135	73	20	0	146	180	5	1	5	1	14	67	4	0	5	4	53	139	74	2	4	112	404	143	24	186	280	163	51	13	0	51	50	14	7	58	72	57	0	0	4	19	24	153	92	61	66	15	87	67	34
	1	0	41	99	5	47	0	34	77	222	137	136	74	77	111	51	30	317	136	117	44	125	13	139	2	34	18	59	436	49	129	14	5	94	181	114	35	50	208	83	56	39	86	10	0	83	0	0	43	8	0	26	197	2	12	128	327	44	54	0	8	1	1
	2	12	69	127	26	17	1	77	329	192	106	297	300	67	129	68	62	530	105	65	214	168	333	78	2	16	163	73	203	10	37	161	24	40	112	57	22	5	50	215	118	50	4	4	35	0	0	4	18	9	10	3	3	0	2	84	286	98	9	4	33	33	0
	3	5	185	119	59	143	39	48	152	145	165	79	111	33	29	61	2	40	43	56	38	46	199	313	158	52	5	197	421	52	4	13	16	7	4	0	0	2	0	67	174	193	20	3	0	2	0	0	0	0	0	0	13	0	0	10	77	86	4	0	104	31	0
	1	41	118	3	11	147	34	6	32	44	61	116	125	1	1	115	31	0	110	114	7	0	9	2	10	78	0	16	27	0	1	0	0	0	0	0	7	18	6	29	53	75	18	0	0	0	0	0	0	2	2	7	18	30	4	3	1	0	0	0	242	15	30
	1	9	50	0	4	13	0	15	11	97	38	215	137	6	0	6	17	5	86	286	9	4	4	2	1	2	0	0	0	5	0	0	0	0	0	0	8	20	9	17	158	7	0	0	0	0	0	0	0	1	0	10	41	5	0	7	0	12	0	154	77	22	3
	0	1	1	0	3	0	59	153	72	0	9	82	75	43	3	38	2	11	6	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	2	17	33	35	28	0	1	0	0	0	0	0	2	1	0	0	8	22	0	0	0	50	2	15	9	0	0
	0	0	0	0	0	5	30	38	34	16	18	106	82	38	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	9	2	8	2	2	3	1	0	0	2	2	0	1	3	0	2	0	0	0	0	4	0	0	1	77	0	0	0	0	12
	0	0	2	8	48	9	0	0	6	31	59	40	273	137	43	3	1	0	0	0	0	0	6	0	0	0	0	0	0	0	3	4	9	1	3	1	1	5	0	0	2	0	5	7	3	0	0	2	3	0	0	0	3	6	0	0	0	24	5	0	0	36	4
	1	3	0	0	2	0	0	0	120	30	26	5	59	22	11	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	14	0	4	8	5	2	0	0	0	0	0	1	35	0	0	0	0	0	0	0	0	8	0	0	0	0	53	69	43	34	18	4
	2	6	0	1	0	0	0	4	1	0	24	0	67	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	2	3	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	3	2	85	242	220	212	206	132
